8.5	6.5	5.3	5.9	6.9	12.3	8.4	10.35
10	6.6	4.9	5.75	7.1	9.8	6.6	8.2
10.9	8.5	7.1	7.8	7.3	10.2	5.1	7.65
8	5.1	2.8	3.95	7.4	9.3	7	8.15
7.9	6.3	5.7	6	7.6	6.7	2.8	4.75
4.2	-0.1	-2.1	-1.1	7.7	8.6	4.2	6.4
7.8	6.6	5.4	6	7.6	9.1	7.2	8.15
9.5	7.9	5.7	6.8	7.6	11.8	9	10.4
10.1	9.1	6.7	7.9	7.6	10.6	9.3	9.95
10.4	9.7	8.8	9.25	7.8	12.8	10.1	11.45
12.8	9.1	8.6	8.85	8	9.5	6.7	8.1
8.9	6.5	5	5.75	8.2	10.3	8.3	9.3
13.1	10	9.2	9.6	8.3	13	9.1	11.05
10.8	8.4	7.8	8.1	8.4	11	9.5	10.25
10.6	9.2	8.2	8.7	8.5	11.8	9.7	10.75
13.5	10	9	9.5	8.6	14.7	11.7	13.2
11.9	9.6	7.8	8.7	8.7	11.3	9.4	10.35
9.7	6.7	5.2	5.95	8.9	7.6	4.1	5.85
9.5	4.5	2.5	3.5	8.8	12.7	8.9	10.8
11	7.6	6.2	6.9	8.6	10.6	8.9	9.75
9.3	6.5	4.8	5.65	8.6	8.6	5.2	6.9
5.9	4	1.8	2.9	8.5	11.7	5.2	8.45
9.8	5.2	3.6	4.4	8.3	8.3	6	7.15
